Sentiment,Text
0,"working on my epistle project! Hopefully I'll get to look for a new phone later 2day, since my old one broke yesterday. "
0,"@ItsNeet Aww.    You're not a bad person.  People are just stupid and love to create drama.  *hug*  Whatever, fuck the haters.  &lt;333"
0,@CallMe_Goddess I had horses growing up...I miss them 
0,Tryin to make our super8 projector work and failing 
0,@Jersey2Bronx it still isn't available in my area! 
0,Had a great night...my head hurts 
0,"was a very naughty girl in topshop today. bank card, im sorry "
0,i dont like the leaving cert 
0,out of the shower.. wish i was goin surfing.  but nooo.. im goin to eat chinese in a bit.
0,DisneyChannel Mode! Watching Stuff on Disney! Too bad J.O.N.A.S isn't aired in Ireland 
0,@TomFelton please reply to me. I want you to be my 10th tweet from a celebrity. 
0,@brocore I didn't mean to be 
0,@sunshineboat @revvell Yesterday = total disaster. 10 hours driving and couldn't find Live Oak. 
0,@DavidArchie read my tweets  there are 15 i think?
0,@kliwaru lool swt. u dowan reply me then fine!! 
0,is feeling like shit.. emotionaly 
0,@dinoxheartcorex I'm with my family.  &amp; there making me do work. 
0,"@mileycyrus £60 for your UK concert. we're not all rich like you. PLEASE lower it, I've been wanting to see you for so long. "
0,"@DavidArchie I miss you replying your fans on twitter, too!  I'm sorry I'm crazy."
0,Streaming all press conferences cuz i missed all the action due to lack of internet  #e3
0,the problem with my antiglare glasses is that i can no longer oogle at women behind me 
0,Ron Conway Tribute To Rajeev Motwani http://ff.im/3EWMd (via @paultoo) Really sad 
0,Hates that i cant even sleep in! 
0,"Why is it so pissing hard to hammer a nail in a wall!? I've ran out of nails, they're all bent "
0,"i'm reading new moon, i stil read only 100 pages "
0,"i feel unbelievably crappy... i hate exams... i'm stressing myself out whilst still not working hard enough, it doesn't even make sense! "
0,@jmaxsfu Good thing. BTW really wanted to attend your session but was back-to-back with mine 
0,how sucky is today? i've bin tired all day thats what i get from waking up two n a half hours earlier than usual 
0,Just got back from the hospital. Cut my leg and had to get stitches. 
0,"@TomFelton I want wearing clothes of Gryffindor too  Brazil dont have this things, how make ?"
0,@emmarossx i will survive ahaha what a geek  i asked her for a daft song n she sed tht!
0,V. emotional day. Visited 1st Guide Dog Pup in kennels. Not seen her since March 2nd. Apparently she is getting stressed making decisions 
0,"@theloz oh hahhha!! He trys to make me play it along with gears of war, but shooting games are too hard "
0,Haha!  I am having a blast at the ool all by my lonesome!  My other two mermaid friends left me out here...alone and thirsty.  
0,I'm listless but I want to webbie with my friends at the same time. How I wish my bro feels sleepy and go to sleep so I can do it now 
0,@Jessica_Stanley oh.i miss my Grant 
0,"AAAAAAAAAA DEU VONTADE DE OUVIR BEATLES, KD O MEU GREATHITS "
0,Wanna go to Istanbul again and have a walk down the İstiklal Avenue  http://is.gd/QybO again and again 
0,I was on the celly about an almost free cruise that i won and I hungup on them accidently...that was the one thing i WASNT suppose to do. 
0,Nieces and nephew are away having a blast(short holiday) in Malaysia. I miss them... 
0,"eww my sister &amp; her friends forced me to join come to their sleepova  but its okayy, i drew on their faces with sharpie while they slept!"
0,craving chinese food 
0,"Half time and it's 1-1. Kevin Kilbane, what are you doing to us. "
0,I'm missing my computer. Damn it 
0,Up at my dads trailer. wireless is not working 
0,@ItsJoshAngel eggs and bacon.  white juice.
0,@Mimiteh26 I know  it was sad. I couldn't believe it
0,@HarperMD  That's not nice. I can hold my own thanks. 
0,No babysitter tonight. Date night cancelled 
0,Wedding done! Now off to beach if weather permits! 
0,@mcjx  that sounded so promising.
0,i miss my longer bangs. 
0,yayyyay!! i'm gonna c my bff who i miss them so much 
0,Security just shoo us away 
0,espresso machine broke today 
0,Can my girls do a GIRLS DAY DO-OVER Tue Nite? I won't be back from Miami till then 
0,Ah fuck my allergies are horrible today!!!  I keep sneezing my head off  #fb
0,@Jayde_Nicole It's raining in miami 2 
0,Yawnnnnn!!! Boring saturday ... didnt know i had so much of sleep debt ... slept like a log thru the day .... and still sleepy 
0,I wish my cell carrier had more smartphone options.  Only blackberry &amp; one Windows mobile phone.  I don't want either.  I want a Palm 
0,i want to win the sweetstakes to get the free gear plz god let me i will love rob dyrdek 4 ever plz dont leave rob dyrdek plz 
0,@Jessica_Stanley aw that sucks it's cloudy here not sunny  but ya we have good weather I guess what are u doing today ?
0,God bless the Hermosillo Day Care center children 
0,This graduation was depressing! next time it will be me and my friends... my gosh life comes at you fast 
0,@joshgard nah stuyding for finals  lol lame. i know. yay sbux
0,@ChristinaDolan fuck what? making it there before 4? well yeah now it's not gonna happen  i rly want sushi.
0,@AndrewDearling  I would if i could.. living up north does cause problems though! haha. xo
0,@ThePISTOL can't call you! i'm from mexico 
0,so mutha effin bored 
0,Baby sitting my 3 year old brother who will not go to sleep 
0,@SongzYuuup you betta be in a comma...you have been pretty quiet today... 
0,@lomooutloud nooooo I'm gonna be in LA for work 
0,Sitting at home wishing my surgery was over and done with. I hate being in pain! 
0,lost my voice 
0,thanks for the responses but when is it really lol some say today some say tomor  r yall toyin wit me 
0,"was a lie, I love them ^ but I am tired and I gotta go, I would love to write but can not   Byee"
0,Another great yr @ the Lori Foster event.  Didn't win a pretty basket though 
0,500 updates to badd its not 500 folllowes x 
0,@malakeas .. nope! Hes out so can't send him on chocolate run  .. Have found Digestives so am coping!! (( hugs )) xx
0,I just finished playing tackle football with my friends. I didn't hurt nobody 
0,@redspyda01 no it doesn't. just do it 
0,in the worst mood ever 
0,ugh....tennis match 
0,"Bye, Claire! Have a nice flight  - http://bkite.com/08f5O"
0,"@mbreitweiser Man that sucks.  Yeah, anime kids are picky.  Lucky for me they love the Runaways. XD BANK!"
0,@rudym55 that thing about Shaq was very disappointing. 
0,So lonely 
0,Random fact: I Can't Sleep in the dark with the closet open. It always look like sum1 in comin out of it... 
0,Shayy I miss you 
0,@joeygrana until monday when anastasia &amp; pete begin work in my kitchen &amp; laundry room. 
0,@itsTyrab I'm mad u not following me 
0,My ass is spazzing for no reason. I think it's time for me to get some fresh air. 
0,@Michellexstar I tried real hard and couldn't find anyone to go with 
0,i think i'm going to throwwww up!! 
0,awake @ 5am  trying to get some sleep
0,ugh we need good job news by monday or going back to texas is looking like a reality and one i don't want right now 
0,@Trisomy_Mum @sdrb had a brilliant set of slides on twitter that he used at the National Voice Forum but we never received a copy of them 
0,Time to fight the safe from hell  oh god why 
0,"@LockeVincent Freezing cold, i love cold and snow, mostly cause we don't get it in denmark, just rain  miss canadian winters."
0,@JoieElectric i knowww! I heard about that  not happy!
0,@kkaylin well were are probly going to have the time of our lives since were all going to be together.. but just promise you won't cry.. 
0,wish i had my 5guys already - its getting cold 
0,@julesey1 omg. i can totally understand you 
0,@Kaizykat I'm sorry.  that's been happening on mine too recently.
0,I think i'm going to be late to work  yikes
0,Ugh  at a family graduation lunch/dinner! Bored
0,@justyassy where is the Jonas Brothers Account on youtube??? 
0,Mowing... I ran over a bee. 
0,Grr annoyed  Can my hubby get any dumber? I mean seriously just dumb as a door knob!
0,"fuck im not going to see Suarez  i told my sister i was going to her house, if i dont go i'll look bad"
0,@saucedetomate I wanna go to the mall 
0,Watching telly with my best mate and missing @LozzieCunliffe. 
0,"@Splashincrafts Wow, that's really annoying!! "
0,is missing so many thing 
0,@danyella5 I DIDNT SEE U AT THE PARADE TODAY   I DIDNT EVEN SEE THE HOTEL U SAID YOU WERE BY.... MAYBE AT OUR NEXT EVENT LOL
0,About to start reading the fifth Harry Potter book!! I totally should've went out tonight....bored!!! 
0,come get some coffee! one more hour of work 
0,@matthewsapien: try a 2 1/2 hour job that cost $105 
0,@systemragebodom than come 
0,@mileycyrus 's concert tickets are soooo expensivee   ......  they will have to be my christmas present  oh well
0,@phillyfoxx That definitely helped! Unfortunately they've already run out of vodka. No more appletinis 
0,well fibro took me out WHOLE day  no convention 4 me 2day hoping 2 make it 2morrow-can't wait 2 hear about it from B&amp;C when they get home
0,I have a busy day tomorrow. And i feel sick atm 
0,"Need at least one story written, uh, now-ish. Have no ideas. "
0,@shinypinkdiamon soz to hear you got sick b4 the exams  eh thanks lol but i SUCK at maths. Im doing Higher but I got 20% in the mocks LOL
0,"down, down goes the dollar. "
0,"ughhhh bored, tired, and my head hurts like you wouldn't believe "
0,"@ofkitchensinks MUCH more delicious. I passed the nasty beer onto my parents, but the taste is lingering   "
0,camping trip got snowed out  so ridiculous
0,Back in Huntington for probably my last visit before the big move. 
0,"@itsjustme_E No theres nothing else for me to do, shop, boring, everything is free now, i did the movies yesterday, my girl dumped me, "
0,"@_J_A_M_E_S_ hmmmm but lately there were so much: playboy, blender, penthouse now i dont here from such things "
0,@Ecris_Appeal er hem! what about my shout out 
0,@laurajane29 that link doesn't work  #snmt
0,i have sunburn  and im wearing a halter top and i have this ackward tan. wowzers
0,Guess I'm gonna need a new running divas shirt  or a good suggestion to getthe blood out
0,@zokathepuppy yeah...talk about that again 
0,@JamesonLink we miss u too jamie! Like really really bad 
0,can't believe Paris is in Chicago and Im not there! I could have met her at club Enclave!! 
0,"I hate day marathons, impossible to avoid and now im into sex and the city and shortland street "
0,I saw that dude in town today! x) barely anyone was in town today 
0,@nicolegaudioso yes u can!! Yay idk what ur talking about but u sound sad 
0,@1vs100XboxLive any tips on how early? I had trouble getting in the other night 
0,don't think that we can hang out before she leaves  i'm really gonna miss her so much :'( ... doing quizzing i guess..
0,What a boring day. 
0,called into work  6 to close.
0,"6 miles @ 9 min pace. Not bad, but would like to run faster. My 3 1/2 year vacation from running left me older, fatter, and out of shape. "
0,@honorsociety - I got one for LA~ &lt;3 But what's going on with your Vegas show?? 
0,I'm awake. On a Sunday morning and at punggol. Super tired 
0,@mileycyrus You don't get to lie in on sundays? Awwww 
0,RAFAEL IS PISSING ME OFF. We were in the store and I got lost and he yelled at me cause i couldnt find him 
0,@misspleasure i cant go thursday i wont have my id by then. 
0,....rebooting my Blackberry. (or as @eckodabrat would say) &quot;rebooting my phone&quot; LMAO 
0,aughh... drop by 3  86. evilscience.org
0,Coud cover here in SE Lower Michigan so no occultation viewing from my area &amp; probably no meteor shower in the morning either 
0,"Straub is gone   Time to move on to the Bud Light. I drink light beer sometimes, just for the shits and giggles."
0,is definitely praying HARD for Tonya's dad!  
0,Wondering where is my sister....  
0,"Woah! Thunder storm,gonna hide now...i hate hate HATE them "
0,@bluesparks42 I yelled because I had to do all of first shifts work while the only cashier. 
0,@sonnie_inkstar I did today lol I got tired of looking at that one 
0,Lol we're bbq'n even tho its rainin! Crazy! I'm freezing  
0,Eww....this drink is so gross.....i'm trying to not leave it alone cuz my mom might poison it.... 
0,@KennyHamilton I was listening to Chris Brown then it was cut... Is it limited in time? I didnt hear you 
0,"looking for my lotto ticket, may of thrown it in the trash !!! "
0,@N4UPD oh sure tell me how to &quot;make an iphone &quot; and you have a real iphone  lol  *hates verizon/alltel *
0,My son is singing Hana Montana What The Hell is my world coming too in the grocery store 
0,can't go out tonight because he has no car...again 
0,",  i hatee the feeling summonees keeping sumthin from me .. "
0,Saw a kitty on Lake Shore Dr. I got to him too late. Cop let me out of ticket when I told him y I parked illegally &amp; I cried like a baby. 
0,"@Amie__88 Have a Bud Lite Lime, that will top it off. AND you could have shared instead of eating it ALL  LOL"
0,Well i'm an idiot. Stayed out in the pool for way too long. Now i'm fried like a lobster. It hurts too  no fun
0,havent been on twitter in foreevverr. agh. 2 more weeks of school 
0,I have purchased a new dress &amp; wicked shoes for my SIL's wedding. If only I didn't have to pick the size I did.  Now I don't feel so small
0,In unbelievable pain!! 
0,"I'M TOO INDECISIVE!!! i want a camera, but i can't pick one "
0,"I am all most home. And am hoping my farm is still okay, I have not checked it all day. I is going to be sad if I lost some crops "
0,About time for bed...Up at 5am for work Sunday 
0,@GLBriggs yeah it was really scary 
0,@Mirahtrunks what!! I missed you guys when you came to NM  gonna go to las cruces &amp; denver tho! Pumped you guys rocked last year \m/
0,i didn't c your uptade @meeelyy :$ sorry 
0,Is very sick 
0,@Lovely_London I know 
0,Full of carbs...feeling like a fatty 
0,"@amf7 I really, really though about going out and picking up some beer, but I waited to long "
0,@kiptripsyc: I want the new forme of pokemans. 
0,@BOREDmommy It's so depressing. My husband insisted on taking out all of our college albums too. 15 years takes a toll on you. 
0,Reading Graceling by Kristin Cashore. I havent gotten to read it yet 
0,why do the pittsburgh penguins like to upset me so much   
0,My baby isn't on 
0,"@David_Henrie  i hate detriot, wth"
0,ooo my dear friend @carolinewwe I miss you much without seeing one weeks is an eternity! I MISS U TO MUCH!  My crazy about Jeff Hardy ♥
0,emmm its 2:45am over here and just cant sleep 
0,@JammyRabbins I know exactly how you feel  you're not alone lol! I keep getting to see these incredible sunsets &amp; I wish somone was here
0,soooo muchhh cleaninggg 
0,"need help!...my iphoto cannot be opened after update. it asks for library upgrade, but always quits unexpectedly... "
0,"Going to a party in dade city with my lovelies, @viablanca and lacey! Wish I had a certain boy I'm arms reach "
0,"Maui is 55% more expensive than Austin, Ft. Worth, San Antonio...so that will be MUCH better! But still no surfing  Maui No Ka Oi!!!!"
0,home finally but lonely... 
0,Sad  Daniela my ♥ is with you...
0,@kirrsss WHY NOT ESTEBAN WHY NOT!???  I wanna know what she's doing nowadays!!
0,"@tommcfly you are loving this marathon,right?Enjoy it!cause I cant watch!   tell me about it?I`d love to know about Star wars my starboy!x"
0,I'm hungry and that makes me sad  http://yfrog.com/ai8irj
0,@kimikoko73  im so sorry to hear 
0,@togreat_heights what if it doesnt work...what im i goin to do than? 
0,Pretty disappointed. Not such a good night. 
0,@olllllo all you need is a 60. Hope you still passed. Time is a bitch though 
0,@laurennwangg I wanna go shopping too! I grew out of my own  too fat
0,@jonas_lover24 Ok.. good! Wait! Does that mean I bring the party? lol... ok... only if you can.  i gotta go 2 graduation tomorrow... 
0,I miss her soooo much 
0,why do all my good friends live in differnt states or countries to me 
0,forgot how nice boston is! drove past harvard soo beaut oh how i miss being around a college campus 
0,"@childofdust Neither do I, but I must "
0,and it's burning under my skin 
0,Emo moment. I need... Sam. Or Joanne. But they're both in FREAKING Australia! 
0,@patricknorton and all over Canada as well.... And I was just getting used to the savings on gas too 
0,Freezer with $500+ worth of beef is half-thawed.  Not sure whether it is refreezing or just thawing now... yikes.
0,@ginad73 have to work at 11am tomorrow... there is no winning   Just need to survive the next 2 weeks then I'm freeeeeeeeeee
0,Miss my blue hair 
0,I miss Passions...  &lt;3 Ami
0,Ahhhhh i can't believe i forgot my own FACs name! 
0,@himynameisandy we figured they would not start till 9 and missed it  fucking predrinking ftl!
0,"@NiniLouise It was Sally Hansen...hehe. I usually wear OPI, however, I couldn't find the color that I wanted  I'll look into China Glaze."
0,@jordanknight you didn't finish sexify 
0,"Bleh, why does very iTunes update have to spaz out and mess up the library "
0,@ValleyGurl whaaaaaa?? Why are you always online when im about to pass out 
0,i misss you 
0,@flossa oh no... no moar cupcakes. I ate FOUR the other day. TOO many! 
0,Today was hate @marily2500 day.. 
0,I want to go to NY now! 
0,all good things must come to an end... 
0,"@natneagle gah im sorry...its discontinued, i think.   sooooorry, realized it after replying "
0,"@sjkadri WHAAATT???!!! Oh my oh my I didn't expect that! We have to meet everyday, after my UKK ends next friday. "
0,"I feel like I can grab him because he is so close, but really he is so far away... "
0,@fragingdrew hehe....I miss my mom 
0,Yay for twins and speed scrabble. Fun night. Now time to get ready for bed. My lonely empty bed 
0,": movement hurts...stupid sun, burning me like that... "
0,"@juniperus Funny enough, I never watched Dr Who. I don't know why... "
0,Going to see Rent on 6/10. With 2 of the original cast members. Wish more friends were Rentheads so I could share that excitement. 
0,argh. my dad broke my macbook's LCD. theres a big black spot ont the top of the screen  twas an accident. he was putting a protector.
0,[-O] @heymeghan ME EITHER! I'm going no matter what! Ahaha but I really wish TBS was on my date  http://tinyurl.com/levwl5
0,@veggiehead21 is he really old or just a young dude in makeup? he's so creepy 
0,"Ugh, all of this instability is confusing ntpd too. "
0,"I need your prayers for my cousin, his condition became worse "
0,im actually getting teary eyed watching this... 
0,"We were missing one cat tonight, Stormy.  Found him after awhile, locked in the garage.  JB is SO sad for him.  "
0,Omg lawler got caught 
0,Dead!!!!!!!!! 
0,@hotpa I'm sorry at least she is in a wonderful place now and keep her in your heart forever. I had to do the same with a cat and a dog 
0,@DanWarp http://twitpic.com/6s8ah - i cant see it! 
0,@aleshacal my phone is dying  no charger here!
0,Will be back to school tomorrowww 
0,shawna182_08 @flick_stack flickkk that number isnt workingggggg  *shawna*
0,Intriguing Character Poll page down; not sure if that means poll has ended or not(like at midnite EST); try again later  
0,I fucking hate you twitter! 
0,sick again  stupid weekends in bed
0,aww I went from 9 to 7 followers...aww I lost love 
0,@Unusual_Peanut Why are you trying so hard to avoid the DLPW? It's so dead and I have no one to talk to.  Please post! Please! Please!
0,Party got raided 
0,"@99Lives_x  I worriedededed (whoa, stutter)"
0,@Eboneyjoy: hugz all nite mama even though you don't love my hugs when we in conf 
0, now im stuck... Goddamnit
0,i asked if anyone wanted a million dollars. no one answered and now it's too late. You could've been a millionaire. 
0,@hydroponikz OH NO! MTV is letting you go?  
0,@aakast i suck for not texting you.i felt like i would get in trouble hahah. and then i was projecting all day 
0,@joeymcintyre how bout a shout to blovkheads in indonesia?so envy cus i aint gotta chance to c u this year 
0,"Saw that movie Dance Flick, it was corny as HELL!!! But N Ewayz it's time to chill out and relax cuz my mind is startin to wonder "
0,@shawniebeth 
0,Royal oak is dead dead dead. Douche bags and a whack ass dj. So sad but that place us more than done 
0,@Taylerose i want to but i dont have a printer that works at the moment 
0,@monifa09 1st and last time! My roommate was celebrating her birthday so I had to stop by to see her first. Took longer than expected 
0,"my 5 year old, Ben, got stung by a bee for the first time today - i have NEVER heard anyone scream that loud "
0,@ijustine Doesn't seem to be working. 
0,trying to live my life! 100% you never know when it could be gone  R.I.P sheaks! 
0,Cpk with the pentagon minus torri and mario 
0,Good Morning! Tweeting after almost a day 
0,@brittianyerin COPYCAT! jk. man i wanna go to warped so bad. fuck my life. 
0,Yay I can fit in my clothes again! I finally lost all my baby weight...I mean BROOKLYN WEIGHT! 
0,Tomorrow is monday. nooo!  I need sleep
0,whewwww Charlotte.. I miss my bed rite about now 
0,@AlexAllTimeLow aww como to brazill alexx 
0,@DomBrady oh stop it.   lol.   my moustache is getting thicker tho.  
0,@keithdsouza i missed the amd giveaway 
0,feeling kind of homesick... 
0,@ericacline  that sucks..Have to find a new place next time...or try the one in Oakland.  Gotta plan a get together soon!
0,Is washing off her pretty face 
0,@brittanyrulezzz im bout to roll one now! wish you'd come home. smoke with your old friends 
0,traumatized with milk 
0,@jessaford  you don't deserve to be sad on your day!
0,@Jorge924 ah!  the storm!  fish weren't biting due to the wind today  only when the waters were calm did you catch our fishies! - $teph&lt;3
0,@magicconch  im such a loser. i guess i'll just watch t.v until i drift off.
0,fell absolutely shit 
0,Dear jesus toothache 
0,noo! I'm on a boat is on SNL! 
0,This is not sao paulo ... This is not miami ... This is not chicago... THIS IS DALLASSSS 
0,@okcomputer27 You welcome hun  We will be friends always ))) IT sucks that you can't watch videos on that site  *HUGGGSSSSS*
0,"@cluckhoff i went mtbing with a sore throat on monday, crashed and burned hard for the next three days "
0,"Work better be good this morning, I'm really not in the mood for it "
0,Laid in bed continplating getting up 
0,is anyone still up on twitter? fell asleep n woke bak up for no reason 
0,I hate roller coaster rides so why did I just put myself in the midst of another one. Let my guard down again 
0,"@Smaulren Oh how annoying!  Why doesn't it work? Hehe, maybe I should!"
0,I want a DS so bad. 
0,@ecoshare not out 
0,aughh... drop by 1  31. linkedin.com
0,@therealsavannah I just can't watch a movie with Jenn Aniston in it. She's just a D list actress 
0,"@ni_coleee nicole, whats up? Luke told me something was happening with you, but wouldn't tell me what "
0,Its bed time but can't sleep. Probably bc I'm by myself 
0,working 10-4 today on what could possibly be my last thunder shift of the summer! 
0,exams exams exams exams... 
0,"@TalindaB we have had bout 2 weeks of the sun, very hot and now its rain and not nice   xx"
0,Fackkkk one of my pics with Yuri didn't turn out too good  it was blurry
0,I didn't hear any thunder  somebody should've called me and woken me up
0,Eating the new pringles Oven Roasted Chicken flavour. Not very good at all. 
0,Why is shipping from USA to Germany so expensive? :-/ Found lot's of nice things on ebay.com... but shipping costs the double. 
0,"workin' too much,tired "
0, My Sim just died on Sims 3
0,Don't know what to do???? 
0,I just got Rickrolled by Comedy Central while watching a taped Daily Show episode. 
0,"morning all off to Middlesbrough Music Live today, hope it doesn't rain "
0,@janoxide dude WHY. I want mp3s. 
0,"Yay its sunday!! but skool 2morrow  Its really hot today so maybe going to the aquaparc,, its soooo cool!!!!!!!! xxxx its 11.06 here Spain"
0,"@Heartnet13 Yeah, it's my allergies. "
0,http://bit.ly/qlbly  Safina: &quot;Presiunea a fost prea mare şi nu am reuşit să îi fac faţă&quot; 
0,@conordjpc I feel your pain bout there being no Kevin Kelly  Especially in this fight night as Mike Tyson is finally in it!!!
0,cant login here from my mobile 
0,doesn't want to be awake 
0,@SusiM i did have nice scones but it wasnt worth the trip 
0,StackOverflow is down  How am I meant to amuse myself on a sunday morning now?
0,Did anyone hear the major thunder storm this morn in London? My friend asks if I was allergic to rain... Er Yes! No Portobello 
0,@Ioan_Said I'd love a dog. It wouldn't be very practical for me at the moment though 
0,monday n bukas 
0,HATE MY SECTION! SHIIIT. 
0,is seriously hating english weather 
0,@Tifflicious Hey...tiff hope all is good. big fan of urs and nic. cant wait for you to tell us what is happening...so confused??? 
0,@colourstreaks ice cream may not work out  cause my mom said she'll be too tired to help us crazy ppl at 10.30 at night
0,@pcdfreak the video a bit and my bff. She needs to help me with the vid. my mobile can't stand alone someone needs to film me 
0,Will someone please tweet me? I'm feeling a little untwittered 
0,Done for the night. Too much patron   any recommendations on a movie tomorrow?
0,I have no one to play against on DS Mario Kart... Lame  I need more games or something.
0,"@CARINAargh daww! That's a shame  woz it like.. The exact same as his?  haha, straight outta a can. Hadehaha!!"
0,how come i dun seem to be able to find frens here... 
0,Very very sick and tired of Physics and more Physics .... 
0,I am being annoyed by how worthless Twitter seems to be ... 
0,"Its one of those drunken, hiccupy, wake up nakie alone tomorrow kinda nights. Unfortunately my friend mark is passed out in my bed. "
0,@lizzieeeh yeap iit is raining :/ i hate the rain so much  but it makes me laugh when im in my bed and people are out in in  hahaha  xx
0,@EdzJohnson I dont have any home work! French test on tuesday tho  GO ON BLOG TV AGAIN
0,@ninzja we are so same :| i think my batch is one of the best produced by XS. and im also leaving a lot of undergrads na close ko 
0,Go to vote fot the europeans voteeeee  But i don't feel me like an european so these votes r not importanttt 
0,"bracing myself for the moment i miss the apprentice final      , very un happy"
0,"And I need to get bin bags. Ok. My head hurts, all the way down the left side of my head to my elbow.  Slept odd last night."
0,is revising 
0,work 6am 
0,@kim_pericles just so happy football's picking up  over here! don't think it'll coincide with hols though.... 
0,missing my friends  i just want to be at home.
0,@tashaskywalker You know how we both have shitty keyboards on our laptop? My L key just broke. I'm scared it's going to fall off! 
0,"@rosedragoness Sadly not  But it hasn't happened in a while, so that's good"
0,I have to more more study English to success living in US for a year. huh... 
0,@DammitRachel ive cried too that  &quot; il never let go&quot; eeep &quot;sobs&quot; 
0,bball 2morrow  finally gonna shoot some hoops but I hope randoms won't hog the court 
0,awake from an effing charlie horse! note: eat a banana tomorrow. I can't walk 
0,@smbryar Regret 2 inform u you're right  My family voted. But I'll certainly watch House when I get back on Mon so we can discuss on Tues
0,i wish i was going to download 
0,Damn it 
0,Wishing you ppl who are still in the area came to Summit! I miss you! 
0,@kellysays ¬_¬ stop spammmming my twitttter with tumblr updatesss  ahahaha
0,Why can't I ever sleep in!!!! 
0,4 exams left yeyeyeyeyey wainting for my mum to get up so i can go out 
0,@kindareal still not doing well with the contacts  im such a wuss!!
0,i want loads of things...for my birthday...but i know i cant get... 
0,it's raining. yay. as long as it's dry tomorrow from 5.45-8.30 it's okay. i hate to work and ride to school in the rain 
0,"@benrlr I finish at 5. . . 3 more hours  want to go home. . Must. . . Revise . . And sleep! Ha, how are ya Mr b? x"
0,@nicgrbac finishing! luckkytt i'm doing civil eng n commerce and not even halfway yet  have exams now so trying to get through them alive!
0,"@jen_christie I know!  But knowing you, you will have enough fun (&amp; wine ; )) for the both of us!! Have an awesome time! xxxxx"
0,I cant believe james isnt giving the ucla commencement speech anymore  stupid facebook campaign
0,@billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.
0,"@nannymv aww thats cool. u on cdb later, i bet i missed loads last night "
0,@officialmgnfox Oh. Well. That just sucks then. 
0,Now I don't feel well 
0,"Shame on me, havent updated in............. 11 days!!!!!! "
0,thats weird i'm in wisconsin and suddenly all the chi town peeps are in colorado  sorry im missin them
0,Why is it already Sunday?! Where did the weekend go? 
0,Georgraphy is boring!!  any way of gettin out of it??
0,I wish i was laying down in bed 4e but going to work instead 
0,@helmet4head club sandwiches?? eat the damn meatballs!!!! when are you back   have fun and be safe!!
0,"is very frustrated at not being able to buy 24 redemption anywhere in South Africa, what is it with place "
0,"@x__sandra Well, they should be. "
0,@cchana u called this morning and no one woke me up how poo and they just told me now 
0,I cant sleep 
0,Omg! Code geass ended!!!!! Me and my sister r mad the main freaken character died it was so sad!  i nearly cried waaaaaa (i did )&lt;V.I. ...
0,my tooth hurts...i think i should probably/finally go to the dentist 
0,Oh no. I think i have to go to church. 
0,"installed boxee plugin to  VIsta's WMC but no #boxeetv icon appears on my 360 extender, "
0,"Is live on cfxrnetradio.com, got a few gremlins in the studio today "
0,"heavy hate sundays, there so boring "
0,"Totlol shut down video service, and parents are back on their own trying to get suitable multimedia for kids on the Internet "
0,So bored. Cant sleep. Cant get up 
0,Bad dreams and rainy days make me want to stay in bed! 
0,"@YogiOselDorje the more experienced you are from my own experience the more dangerous the path gets, does not get easier "
0,Shouwering after a 15K cycling tour in the rain 
0,to school again tommorow..cant believe this! BOOOO.... 
0,Had a really great weekend. Glad he got to spend loads of time with @edwardhodges !! Have to back to school tonight though 
0,@Juniesgurl Ugh... I'm sorry  I'm good thanks! I could sleep all day but I won't. LOL!
0,Going to work soon 
0,"oh tomorrow is gonna hurt. . .oh well, nice knowing ye! "
0,"@edenriegel Yes, what a game   Coming from Pittsburgh, it was hard to watch that game once it was 2-0, then 3, then 4, and finally 5."
0,I left my rainboots in the parking garage 
0,@DsBabyGirl safe travels! So sorry we didn't meet up! 
0,Thanks @zocore!!! So do I!! I'm going to the ville tomorrow...it won't be the same without you 
0,The pieces of my heart are so small they can never be fixed back together..ever again 
0,Temperature is nice to bad its raining  movie later!
0,At work 
0,#dfizzy gography homework   do u know anything about monaco?
0,bad news didn't win. No TZ 750 for me 
0,"Need to get up and go to Work, and actually work  boo"
0,Go away stupid rain... 
0,I want to play The Sims 3 
0,@LynnK10 No kidding! If we can drive in one run himself that'll be one more than we've had in the last two games. Sad 
0,"It would appear that, yes, I was unwittingly enticed into another long walk. Ain't moving an inch tomorrow. Still don't have any whisky. "
0,@boechat que chato 
0,"In a semi-state of sadness, I don't have Summer Jam tickets "
0,kc may isang confirmed case ng h1n1 from Feu east asia... aray 
0,Off to Toga for some bike maintenance.  Shredded tire 
0,just studing again... 
0,Trying to study business for the tuesday 
0,CTs in 2 days!! 
0,I'm in so much pain from my boob job! 
0,WOW...i just lost a follower idk why... 
0,@trvsbrkr i hope the lil one feels better 
0,Up at the crack of dawn again tomorrow.......Back to School   Roll on the Summer Holidays
0,@jaecka Ha ha. My son just points at me and says &quot;poo head&quot;. In fact that's all he calls me these days 
0,Worrying about my AC!  plz b ok.
0,so bored  :0( 
0,"In 3 days, i will be twitter-less "
0,ok.. time for the pub and some food... i logged KO for 2 mins and have lost the will to play  that deeply saddens me!!
0,@ ashchili you should both stay cuz my little sisters are out of town and i'm all alone 
0,is heading to Sunday Family Lunch. minus Caleb. 
0,Losing faith... 
0,@SiriuslySmitten I cried on the flight back home.  I miss you and love you too!
0,good night. i must get up early..! i hate monday 
