Date,Sentiment,Text
2016-12-06,0,Cyber security start up Secdo raises  10 million
2016-12-06,0,Apple Watch sales to consumers set record in holiday week  says Apple s Cook
2016-12-06,0,Trump dumped all his stock holdings last June
2016-12-07,1,Foxconn says in preliminary discussions to expand its U S  operations
2016-12-07,1,SoftBank s Son pledges  50 billion  Foxconn eyes U S  expansion as Trump woos Asian firms
2016-12-07,1,Poll  U S  bull market seen extending into 2017 but Trump a wild card
2016-12-08,1,China s top court rules in Michael Jordan s favor in trademark case
2016-12-08,1,Actively managed funds thrive amid seismic shift into indexing
2016-12-08,1,AT T says vice chairman de la Vega to retire
2016-12-08,1,WWE s China hopes rest on Bin Wang s big shoulders
2016-12-09,1,McDonald s to move international tax base to UK amid EU scrutiny
2016-12-09,1,Exclusive  Japan s TDK in talks to buy iPhone supplier InvenSense   sources
2016-12-09,1,Trump packs trade team with veterans of steel wars with China
2016-12-12,0,Hong Kong arrests 29 staff from five financial firms in bribery probe
2016-12-12,0,Wall Street drifts lower as financial  tech stocks drag
2016-12-13,1,Tech employees vow not to help Trump surveil Muslims  deport immigrants
2016-12-13,1,Wall St up as FOMC kicks off  DJI nears 20 000 mark
2016-12-13,1,Apple AirPod headphones available for sale after two month delay
2016-12-13,1,Apple wireless headphone now on sale after two month delay 
2016-12-13,1,U S  stocks hit new record highs as Fed discusses rate hike
2016-12-13,1,Trump s tough trade talk makes U S  firms fear China retribution
2016-12-13,1,Meet Waymo  Google s self driving car company
2016-12-14,0,Trump team says Twitter too small to be included in tech meeting
2016-12-15,0,Blackberry says China s TCL to make BlackBerry branded devices
2016-12-15,0,Lower CEO pay equates to higher shareholder rewards  James Saft
2016-12-15,0,Share in Asia gain as currency swings provide opportunities
2016-12-16,0,Porsche race car engineer joins Apple  source
2016-12-16,0,Quadruple witching day is not that scary
2016-12-16,0,EU court ruling on Spanish tax breaks eyed for clues on Starbucks  Apple appeals
2016-12-16,0,Apple can sell iPhone 7s in Indonesia after R D investment commitment
2016-12-16,0,With bylaw tweaks  Apple grants activist one of three wishes
2016-12-19,1,U S  stock futures higher with Yellen and service PMI on tap
2016-12-19,1,U S  stocks move higher ahead of Yellen
2016-12-19,1,Apple appeals against EU tax ruling  Brussels says no cause for low tax bill
2016-12-20,0,EU accuses Facebook of misleading it in WhatsApp takeover probe
2016-12-20,0,Apple s new AirPods tough to recycle  report
2016-12-21,0,Japan s TDK to buy U S  chip maker InvenSense for  1 3 billion
2016-12-21,0,Nintendo s mobile Mario game sets download record but pricing proves sticking point
2016-12-21,0,EU court says Spanish tax breaks may infringe EU state aid laws
2016-12-21,0,EU reprimands ex commissioner Kroes  recoups cash
2016-12-22,0,Nokia files more patent suits against Apple
2016-12-22,0,U S  government cancels 9 11 era registry for foreigners
2016-12-22,0,European stocks steady to lower in light trade  DAX down 0 15
2016-12-23,1,Icahn regulatory role gives activist investors strong Washington voice
2016-12-23,1,RBC s top big tech picks for 2017  AAPL  AVGO  NVDA  CSCO  TXN
2016-12-27,1,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 06
2016-12-28,-1,Researcher found security holes at smartphone only bank N26
2016-12-30,-1,Braeburn Pharmaceuticals files for IPO
2016-12-30,-1,Apple to cut iPhone production in first quarter of 2017  report
2017-01-05,1,Apple plans first retail store in South Korea  posts hiring notices
2017-01-05,1,India reluctant to give special tax incentives to Apple
2017-01-05,1,Apple pulls New York Times apps in China after government request
2017-01-05,1,Apple s App Store generated  20 billion for developers in 2016
2017-01-05,1,Streaming overtakes U S  digital music sales for first time  Nielsen
2017-01-05,1,U S  stocks trade lower on the back of mixed data  Dow down 100 points
2017-01-05,1,Samsung Electronics forecasts fourth quarter profit at over three year high
2017-01-06,1,Canada s competition watchdog closes two year Apple probe
2017-01-06,1,Dow comes within 1 point of 20 000  indexes at records
2017-01-09,1,Mercedes Benz overtakes BMW to become largest premium carmaker
2017-01-09,1,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 38
2017-01-10,0,China s WeChat seeks slice of Apple s app store with  mini  function
2017-01-10,0,Apple remains 2017 top pick for Morgan Stanley on increasing catalysts
2017-01-10,0,Snapchat becomes latest tech firm to pick London despite Brexit
2017-01-11,1,Exclusive  Alibaba  part of planned Taiwan fund  won t seek board seats at local firms   source
2017-01-12,0,China s Xiaomi targets 2017 sales of  14 5 billion after 2016 overhaul
2017-01-12,0,With new leverage  NYC s Stringer could reshape boardrooms
2017-01-12,0,Apple to join foray into TV and film production   report
2017-01-12,0,Dow tumbles triple digits on Trump policy uncertainty  eyes on Fedspeak
2017-01-12,0,U S  appeals court revives antitrust lawsuit against Apple
2017-01-13,0,Nintendo disappoints with  299 price for new Switch console
2017-01-17,1,After pound s fall  Apple to hike British app store prices
2017-01-17,1,Greenlight s Einhorn sticks with what he likes  raises stake in GM
2017-01-17,1,Restaurant chain Chuck E  Cheese prepares IPO  sources
2017-01-18,0,India to consider Apple s request for incentives with  open mind   Minister
2017-01-18,0,Nintendo says to launch Super Mario Run Android version in March
2017-01-19,0,EU antitrust regulators welcome Amazon  Apple audiobook deal
2017-01-19,0,Facebook to build third foreign data center in Denmark
2017-01-19,0,Indian government wants Apple  but not all officials are biting
2017-01-19,0,Six Coolpad workers detained in patent dispute with former employer Huawei
2017-01-19,0,China says can resolve trade disputes with new U S  government
2017-01-20,0,Sony Music seeks Nigeria streaming growth to build on ringback market
2017-01-20,0,Outgoing FCC chair warns against overturning net neutrality
2017-01-23,0,Wall Street dips on Trump protectionism  Qualcomm drag
2017-01-23,0,LG Display reports record fourth quarter profits  panel prices seen rising further
2017-01-23,0,Samsung says batteries caused Note 7 fires  may delay new phone launch
2017-01-23,0,Xiaomi executive Barra  who drove smartphone maker s global push  steps down
2017-01-23,0,Sprint to buy a third of Jay Z s music streaming service Tidal
2017-01-24,0,Samsung Electronics warns of political risks as chips boost fourth quarter profit
2017-01-24,0,U S  trade commission to probe Nokia complaint against Apple
2017-01-24,0,Target to launch mobile payment service in U S  stores this year
2017-01-24,0,Texas Instruments quarterly revenue beats on automotive demand
2017-01-25,1,Chipmaker Qualcomm s revenue rises 3 9 percent amid legal challenges
2017-01-25,1,Apple says dialogue with India on local expansion plans was  constructive 
2017-01-25,1,Apple sues Qualcomm in Beijing seeking 1 billion yuan
2017-01-26,0,STMicro sees solid 2017 start  analysts say may supply iPhone 8
2017-01-26,0,As regulators waver  Apple takes on Qualcomm in courts
2017-01-26,0,PayPal outlook muted on mobile competition  currency trends
2017-01-27,0,Europe s antitrust chief says fences hurt economies  consumers
2017-01-27,0,Apple shares back in vogue as Wall Street bets on iPhone surge
2017-01-30,1,European stocks lower as investors eye clash over Trump immigration ban
2017-01-31,0,Super Bowl teams give Trump silent treatment
2017-01-31,0,Facebook to develop app for television set top boxes  WSJ
2017-01-31,0,Acting SEC chair seeks to scale back  conflict minerals  rule
2017-01-31,0,Apple defies Wall Street with strong revival in iPhone sales
2017-01-31,0,Top 5 Things to Know in the Market on Tuesday
2017-01-31,0,Top 5 things to watch today
2017-01-31,0,Apple fiscal Q1 sales seen boosted by iPhone 7 but future in doubt
2017-01-31,0,U S  stock futures slip  focus on Apple in earnings downpour
2017-01-31,0,U S  stock index futures lower as Trump policy doubts prevail 
2017-01-31,0,Wall St lower as earnings disappoint 
2017-01-31,0,Apple strategy in  smart home  race threatened by Amazon
2017-01-31,0,U S  shares weaker as earnings news disappoints  weaker dollar
2017-02-01,1,Top 5 things to watch today
2017-02-01,1,Strong iPhone 7 sales  a bridge  to Apple s next upgrade
2017-02-01,1,Wall St mixed as Apple shines ahead of Fed decision 
2017-02-01,1,U S  stocks wait for Fed with mixed signs  despite jobs data and Apple 
2017-02-01,1,S P 500 down for fifth session  Apple spike lifts Nasdaq
2017-02-01,1,U S  shares drift higher after Fed with growth focus in place
2017-02-01,1,Global stocks higher  dollar steadies 
2017-02-01,1,Savaged dollar steadies ahead of Fed  stocks rise
2017-02-01,1,Top 5 Things to Know In the Market on Wednesday
2017-02-01,1,U S  stock index futures up ahead of Fed  Apple in focus 
2017-02-02,0,Apple moves closer to iPhone assembly in India
2017-02-02,0,Irish calculation similar to EU on Apple tax estimate  minister
2017-02-03,1,Samsung Electronics to launch web payments service for Android phones in South Korea
2017-02-03,1,Snap shoots for the sky  promises little in  3 bln IPO pitch
2017-02-06,1,BT supports Google s Android in EU antitrust row
2017-02-06,1,U S  plan to repatriate billions will have limited Hong Kong impact   HKMA
2017-02-07,1,Ireland challenges Facebook in threat to cross border data pact
2017-02-07,1,Channeling Steve Jobs  Apple seeks design perfection at new  spaceship  campus
2017-02-07,1,Quarter of U S  tech workers perceive discrimination  survey
2017-02-08,1,S P 500 ekes out gain while banks drag on Dow
2017-02-09,1,Mobile app firms settle NYAG claims over data disclosure shortfalls
2017-02-09,1,Remote control  Companies blur lines over who owns devices
2017-02-09,1,Apple CEO Cook  optimistic  about UK s future after Brexit  BBC
2017-02-13,0,Apple closes at record high for first time since 2015
2017-02-13,0,S P 500 tops  20 trillion as Wall Street trades on Trump
2017-02-14,1,On the frontline of China s spending revolution  small loans  big data
2017-02-14,1,Facebook launches app for watching its videos on TV
2017-02-14,1,Apple breaks intraday record high for first time since 2015
2017-02-14,1,Bets on financials  pharma power U S  hedge funds  strong start to year
2017-02-15,0,Wall St  points to muted open as investors eye inflation data  Yellen
2017-02-15,0,Fossil s smartwatch push seen eating into margins
2017-02-15,0,Spotify to relocate  more than double U S workforce  New York state governor
2017-02-16,0,Chinese firm files complaints with Chinese government over McDonald s China sale
2017-02-16,0,Manchester United launches MUTV app for on the go club content
2017-02-17,0,Movers and shakers  Top 5 things that rocked markets this week
2017-02-17,0,Spotify backed Soundtrack Your Brand raises  22 million for expansion
2017-02-21,0,EU agrees new rules to tackle multinationals tax avoidance
2017-02-21,0,Snap arrives in London to woo skeptical investors ahead of IPO
2017-02-21,0,Amazon to create over 5 000 jobs in Britain in 2017
2017-02-21,0,BlackRock s largest mutual fund sours on Google
2017-02-21,0,Snap bets on hardware as Facebook threat looms
2017-02-23,-1,Tech breakthroughs take a backseat in upcoming Apple iPhone launch
2017-02-23,-1,Tesla s  close to the edge  cash foretells capital raise
2017-02-24,1,Buffett expected to tout passive investing in Berkshire annual letter
2017-02-27,0,Buffett says Berkshire has bought 120 mn Apple shares in 2017  CNBC
2017-02-27,0,Wall St flat ahead of Trump speech 
2017-02-27,0,U S  stocks flat ahead of Trump  Dow fights to tie 30 year record
2017-02-27,0,Buffett s Berkshire more than doubled its stake in Apple  CNBC
2017-02-28,0,Apple says it spent  50 billion last year with U S  suppliers
2017-02-28,0,Disruption in Amazon s cloud service ripples through internet
2017-03-01,1,Taiwan s Foxconn  definitely bidding  for Toshiba chip business
2017-03-01,1,U S  appeals court tosses patent verdict against Apple
2017-03-01,1,Bridgewater shakes up management again as Dalio drops co CEO role
2017-03-02,-1,Vintage Western phone brands resurrected by Chinese players
2017-03-02,-1,BlackBerry s M A head Mackey says left company in February
2017-03-03,1,China hints at trade war strategy in South Korea standoff
2017-03-03,1,Music service Spotify tweets it now has 50 million paid subscribers
2017-03-06,0,Volkswagen to unveil self driving car as part of post dieselgate shift
2017-03-08,0,CIA contractors likely source of latest WikiLeaks release  U S  officials
2017-03-08,0,SAP to offer its business apps on Google Cloud
2017-03-09,0,STMicro shares slump on concerns over Apple supplies
2017-03-09,0,Wall Street fights to hold on to gains as oil slips again
2017-03-10,0,Alphabet adds patent claim to Uber intellectual property theft lawsuit
2017-03-14,0,Retailer Fnac could become shareholder in music streaming site Deezer
2017-03-14,0,Apple upside potential seen in iPhone sales  comparisons  services growth 
2017-03-15,1,China consumer day show skewers Nike shoes  Muji foods
2017-03-15,1,Hawaii judge halts Trump s new travel ban before it can go into effect
2017-03-16,0,Swatch to launch Swiss smartwatch operating system by 2018
2017-03-17,-1,Apple says to add two more R D centers in China
2017-03-17,-1,U S  prosecutors probing leak of CIA materials to WikiLeaks  sources
2017-03-20,1,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 04
2017-03-20,1,U S  equities close mixed  Dow posts third straight session of losses
2017-03-20,1,China Premier Li says will further open services  industries  Xinhua
2017-03-20,1,TSMC says to decide on U S  chip plant next year
2017-03-21,-1,World shares tumble on impatience over Trump policies  euro gains
2017-03-21,-1,Amazon to expand counterfeit removal program in overture to sellers
2017-03-21,-1,LG Electronics to launch mobile payments service in South Korea in June
2017-03-21,-1,Apple CEO visits China bike sharing start up ofo
2017-03-21,-1,Drone catchers emerge on a new aerial frontier
2017-03-21,-1,Apple unveils updated iPad with lowest ever price
2017-03-21,-1,Apple hits all time high after unveiling new version of iPad tablet 
2017-03-21,-1,Wall St turns lower as oil declines  Apple shines 
2017-03-22,1,U S  stock index futures lower after Wall St sell off 
2017-03-22,1,Google allows users to share their locations in mapping app
2017-03-23,0,Music streaming firm SoundCloud raises  70 million in debt
2017-03-27,1,Siemens pledges commitment to post Brexit UK
2017-03-27,1,Facebook s Messenger app adds live location sharing
2017-03-27,1,Britain reopens privacy debate after attack  presses tech firms
2017-03-27,1,U S  top court considers changing where patent cases may be filed
2017-03-27,1,China ride sharing giant Didi mulls  6 bln SoftBank backed investment  Bloomberg
2017-03-28,1,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 73
2017-03-28,1,GM rebuffs two class share plan from Einhorn s Greenlight Capital
2017-03-29,0,Samsung launches Galaxy S8 and dreams of recovery from Note 7
2017-03-30,0,The Galaxy S8 arrives as Samsung s hold on the smartphone market is slipping
2017-03-30,0,China says pollution inspectors find firms falsifying data
2017-03-31,0,Apple sends warning to banks with Australian mobile payments decision
2017-03-31,0,Samsung Group boss earned  1 million at flagship in first quarter  shows first disclosure
2017-03-31,0,China s Huawei posts flat profit growth amid tough battle with rivals
2017-03-31,0,Foxconn fourth quarter net profit estimated T 68 77 billion  up 30 percent from year ago
2017-04-03,0,European stocks mixed after manufacturing data  DAX at record highs
2017-04-03,0,Imagination Tech plunges after Apple blow
2017-04-03,0,Recode  Apple pitching premium TV bundle of HBO  Showtime  Starz
2017-04-03,0,Germany wants G20 drive for global fast internet by 2025
2017-04-04,1,Samsung to ride soaring chip profits in first quarter  Galaxy S8 aura in 2017
2017-04-04,1,U S  business seeks action  not trade war  in Xi Trump summit
2017-04-04,1,Spotify to boost premium pay service with Universal Music deal
2017-04-05,0,Apple aims for more control  less cost as it accelerates in chip design
2017-04-05,0,Australian regulator sues Apple alleging iPhone  bricking 
2017-04-06,0,ACCC takes Apple to court
2017-04-07,0,Samsung tips best quarterly profit in over three years as chips soar
2017-04-07,0,Premium iPhone 8 to be delayed   Brian White
2017-04-10,0,France s Macron says would step up security demands on tech firms
2017-04-10,0,Piper Jaffray survey shows more teens than ever plan to go iPhone
2017-04-11,-1,Qualcomm hits back at Apple s lawsuit  accuses iPhone maker of false statements
2017-04-11,-1,Qualcomm has latest salvo in iPhone legal fight with Apple
2017-04-11,-1,Dialog tumbles amid signs Apple working on own battery saving chip
2017-04-11,-1,Yahoo facing remedial action as Europe s breach probe wraps
2017-04-11,-1,Apple may ditch Dialog  analyst says  hitting chipmaker s shares
2017-04-11,-1,PC shipments stabilizing  with HP making a rally
2017-04-12,0,Qualcomm to pay BlackBerry  814 9 million to settle royalties dispute
2017-04-12,0,In proxy fight  Greenlight says GM misrepresented its stock plan
2017-04-12,0,CNBC  Apple in secret effort for diabetes treatment
2017-04-12,0,Apple hires secret team for treating diabetes  CNBC
2017-04-12,0,Burger King debuts Whopper ad that triggers Google Home devices
2017-04-13,-1, Trump Trade  winners switch into battered retail  biotech shares
2017-04-13,-1,Netflix scorecard to test mettle of tech rally
2017-04-19,-1,Qualcomm results beat help allay worries over Apple dispute
2017-04-19,-1,Imagination likely to see Apple royalties slashed  then end  UBS
2017-04-19,-1,Beijing cyber regulators to summon Apple over live streaming  Xinhua
2017-04-19,-1,Amazon rolls out chatbot tools in race to dominate voice powered tech
2017-04-19,-1,Bose headphones spy on listeners  lawsuit
2017-04-20,1,Apple  0 8  as firms boost targets for iPhone demand
2017-04-20,1,Spotify ensures independent artists are on board with fresh deal
2017-04-21,0,Bloomberg  Apple hires Google satellite execs for new hardware team
2017-04-21,0,Apple self driving car testing plan gives clues to tech program
2017-04-24,0,Apple delays release of first original series  Carpool Karaoke 
2017-04-25,0,Nasdaq hits new all time record above 6 000 points
2017-04-25,0,Apple s team of self driving car experts
2017-04-26,-1,Israel s Cellcom launches cheap TV  phone  internet packages
2017-04-26,-1,Not sure what to wear  Amazon s algorithms may help
2017-04-26,-1,Companies cheer Trump tax cuts  but jobs are less certain to follow
2017-04-27,0,Apple in talks to launch money transfer service  Recode
2017-04-27,0,Samsung Elec flags stronger second quarter  Elliott welcomes share cancellation
2017-04-27,0,CNET  Amazon pursuing launch of Echo device with video screen
2017-04-27,0,Recode  Apple in talks over launching Venmo payments rival
2017-04-28,0,Japan s Sharp posts narrower loss for the year  cost cuts paying off
2017-04-28,0,Singapore Apple Store to open soon
2017-04-28,0,Huawei under fire over phone chips as tight supply bites
2017-04-28,0,Qualcomm warns of profit hit as Apple battle intensifies
2017-04-28,0,Foxconn plans U S  investment  plans not finalized  Chairman Gou
2017-04-28,0,Foxconn plans  capital intensive  U S  investment Chairman Gou
2017-05-01,1,Apple fiscal Q2 EPS estimate  2 01  revenues  52 6 bn
2017-05-01,1,U S  factory activity slows  inflation pressures subside
2017-05-02,0,Asian shares down in holiday thinned trade  Fed ahead
2017-05-02,0,Asian factories get off to solid start in second quarter
2017-05-02,0,Apple earnings on tap
2017-05-02,0,New York girds itself for Trump s first visit as president
2017-05-02,0,Despite record highs  fund managers globally remain underweight Apple
2017-05-02,0,Tesla is most painful stock for short sellers in 2017
2017-05-02,0,Wall Street edges up on heavy earnings day  Fed on tap
2017-05-02,0,Apple  1 8  as revenues  iPhones miss  despite returns boost
2017-05-02,0,Apple posts surprise dip in iPhone sales  shares fall
2017-05-03,1,Wall St lower ahead of Fed as Apple weighs 
2017-05-03,1, U S  stocks move lower as Apple dampens sentiment  Fed on tap
2017-05-03,1,Weak iPhone sales hit shares of Apple s suppliers
2017-05-03,1,Einhorn  nursing losses on Tesla  says investors  hypnotized  by Musk
2017-05-03,1,Kings and dragons drive Apple in China  even as iPhone sales stall
2017-05-03,1,Wall Street lower as Fed holds on rates  financials gain
2017-05-03,1,Apple to invest  1B in fund to create U S  manufacturing jobs
2017-05-03,1,Apple to create  1 billion U S  advanced manufacturing fund
2017-05-03,1,Global stocks lower ahead of Fed  dollar edges higher 
2017-05-03,1,Top 5 Things to Know In the Market on Wednesday
2017-05-03,1,Apple iPhone miss hits suppliers
2017-05-03,1,Top 5 things to watch today
2017-05-03,1,Buffett to face big crowd as Berkshire grows bigger
2017-05-03,1,Wall St  points to lower open ahead of data  Fed  Apple slides 2
2017-05-03,1,U S  stock index futures off ahead of Fed  Apple eyed 
2017-05-04,0,Infineon second quarter oper profit slightly below expectations
2017-05-04,0,Weekly Comic  Lack of innovation continues to plague Tim Cook s Apple
2017-05-04,0,Wall Street drops with oil prices  health bill vote awaited
2017-05-04,0,Imagination Tech starts dispute process with Apple
2017-05-05,1,Recode  Deal near to bring Amazon video app onto Apple TV
2017-05-05,1,Insurance dampens Berkshire results before annual meeting
2017-05-05,1,Alexa  where is Amazon opening a new R D center  Cambridge  England
2017-05-05,1,Apple plans new store in  red dot  Singapore
2017-05-08,1,Apple  3 1  as Drexel bulls up  suppliers reportedly starting early
2017-05-08,1,Buffett  United made  terrible mistake  with dragged passenger   CNBC
2017-05-08,1,Dell combines venture capital units after EMC merger
2017-05-09,0,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 17
2017-05-09,0,Apple tops  800 billion market cap for first time
2017-05-09,0,Alipay travels to the U S 
2017-05-09,0,Wall Street loses steam after S P 500 touches record
2017-05-10,0,Apple buys Finnish sleep tracking app maker Beddit
2017-05-10,0,LVMH boosts digital profile with multiple brands website
2017-05-10,0,Apple s record streak at risk amid reports of iPhone hurdles
2017-05-10,0,Apple s WWDC set for June 5
2017-05-10,0,China s Li visits Apple supplier Foxconn after CEO s White House trip
2017-05-10,0,SoftBank logs second best annual profit  talks up T Mobile deal potential
2017-05-10,0,How much more upside for Apple after market cap milestone  
2017-05-10,0,EU to tackle complaints over tech companies  trading practices
2017-05-11,1,Apple closes on sale of  7B in debt
2017-05-11,1,Samsung Electronics names new mobile marketing chief in delayed reshuffle
2017-05-11,1,Apple supplier AAC Technologies denies allegations of  dubious accounting 
2017-05-11,1,Report  Chip for new iPhone goes into production
2017-05-12,1,Corning  1 9  on  200M investment from Apple jobs fund
2017-05-12,1,Apple  1 4  as Merrill  Goldman boost price targets
2017-05-12,1,Dow and S P close negative amid concerns of slowdown in retail sector
2017-05-12,1,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 11
2017-05-12,1,Loeb buys T Mobile  Salesforce com  exits Apple
2017-05-12,1,Technicals stand out amid a quiet market
2017-05-15,0,Berkshire boosts Apple stake  exits Twenty First Century Fox in Q1
2017-05-15,0,Buffett s Berkshire boosts American  Southwest airline bets  sheds Fox
2017-05-16,0,Conduent  2 6  as Icahn takes new 19 8M share stake
2017-05-17,-1,Qualcomm files suit against Apple manufacturers
2017-05-17,-1,Morgan Stanley boosts Apple price target  seeing no iPhone delay
2017-05-17,-1,BlackBerry working with automakers on anti hack tool  analyst
2017-05-18,1,Qualcomm ups ante in fight with Apple  sues four Taiwanese suppliers
2017-05-18,1,Apple taps debt market again
2017-05-18,1,Apple begins assembling iPhone SE in southern India plant
2017-05-18,1,Japan s Sharp to invest  1 billion in SoftBank s  Vision  Tech Fund
2017-05-18,1,Qualcomm shows off wireless charging for electric vehicles
2017-05-18,1,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 27
2017-05-18,1,US stocks bounce back from the  Trump Dump   Nasdaq notches 0 73
2017-05-18,1,With new mini apps  WeChat seeks even more China clicks
2017-05-19,0,Apple a day keeps glucose monitoring at bay
2017-05-19,0,SoftBank boss follows Trump to Saudi to launch  100 billion fund
2017-05-19,0,Ford using first over the air software updates to its 2016 cars
2017-05-19,0,Dealmakers aplenty  SoftBank s Son looks for wonks
2017-05-22,0,Samsung Electronics says will continue looking for M A opportunities
2017-05-22,0,Italy offers multinationals voluntary  webtax  to avoid wrangles
2017-05-23,-1,Huawei narrows gap with Samsung  Apple in smartphone sales  Gartner
2017-05-23,-1,Nokia  Apple transform into allies
2017-05-23,-1,European stocks higher after Manchester blast  FTSE 100 up 0 2
2017-05-23,-1,Apple looks to expand India production
2017-05-23,-1,India offers tax concessions to Apple to expand production  official
2017-05-23,-1,Premarket Gainers as of 9 05 am
2017-05-23,-1,Tech  banks help European stocks edge up
2017-05-23,-1,Patent plaintiffs see way around U S  Supreme Court ruling
2017-05-24,0,European stocks open lower in cautious trade  DAX down 0 25
2017-05-24,0,India scraps foreign investment board in push for more FDI
2017-05-24,0,Medtronic s study of drug coated balloon catheter in ESRD patients underway
2017-05-25,0,Qualcomm advances lawsuit against Apple manufacturers
2017-05-26,0,Longbow pulls sell recommendation on FitBit
2017-05-26,0,G7 puts pressure on internet firms to remove extremist content
2017-05-26,0,Apple developing AI focused chip
2017-05-30,0,ParkerVision soars on reopening of Apple  Qualcomm infringement case
2017-05-30,0,LG Display makes  3 6B investment in OLED  shares up 8
2017-05-30,0,Nintendo s Switch battles Apple s iPhone for parts
2017-05-30,0,Android creator unveils new phone  home assistant device
2017-05-30,0,Technology   Top Gainers   Losers as of 3 00 pm
2017-05-30,0,Apple Music sets August 8 as new release date for  Carpool Karaoke
2017-05-31,-1,Investors push NXP to ask Qualcomm for higher offer
2017-05-31,-1,Apple manufacturing Siri smart speaker to take on Google  Amazon
2017-05-31,-1,Toyota uses open source software in new approach to in car tech
2017-06-01,0,SoftBank seeking  7B investment for tech fund
2017-06-01,0,Apple   70B in developer payments since App Store launch
2017-06-01,0,Chipmakers at Taiwan s biggest tech fair look beyond crowded smartphone market
2017-06-02,1,Apple set to expand Siri  taking different route from Amazon s Alexa
2017-06-02,1,Trump dismays  angers allies by abandoning global climate pact
2017-06-02,1,EU regulators say Qualcomm has not offered concessions in NXP bid
2017-06-02,1,LG Electronics launches LG Pay mobile wallet in South Korea
2017-06-02,1,Amazon Echo shipments might top 10M in 2017
2017-06-05,0,Wall Street edges lower as Apple drags
2017-06-05,0,Changyou com updates Q2 guidance
2017-06-05,0,WWDC 2017 Keynote  Amazon comes to Apple TV
2017-06-05,0,Amazon Prime Video to come to Apple devices
2017-06-05,0,Apple debuts HomePod speaker to bring Siri into the living room
2017-06-05,0,Amazon Apple TV deal shows tough road to cooperation for tech rivals
2017-06-05,0,Asian shares weaker as investors eye UK polls  Comey
2017-06-05,0,On watch  Apple WWDC 2017
2017-06-05,0,Apple  Amazon on board for Toshiba chip unit
2017-06-05,0,Foxconn says Apple  Amazon to join its bid for Toshiba chip business  Nikkei
2017-06-05,0,U S  stock futures point to pullback from record highs with data ahead
2017-06-05,0,Foxconn  Apple  Amazon joining bid for Toshiba chip unit
2017-06-05,0,Pacific Crest downgrades Apple on weaker iPhone sales expectation
2017-06-05,0,IDC  Apple  Xiaomi led Q1 wearables shipments
2017-06-05,0, U S  stocks pull back from record highs as data disappoints
2017-06-06,0,U S  stock index futures flat  Apple eyed 
2017-06-06,0,Wall St edges lower in subdued trade  Apple up 
2017-06-06,0,AMD shares up 6 6  on cryptocurrency demands  iMac inclusion
2017-06-06,0,GM investors reject Greenlight share plan  board slate
2017-06-06,0,US stocks slide for second straight day  Nasdaq sheds 0 33
2017-06-06,0,Apple s first TV series shows what it takes to build an app
2017-06-06,0,Uber fires 20 employees after harassment probe
2017-06-06,0,Shares in Asia mostly weaker  RBA holds steady as expected
2017-06-07,0,Exclusive  Apple makes iPhone screen fixes easier as states mull repair laws
2017-06-07,0,Japan Display considers deeper restructuring to catch up in OLED  source
2017-06-07,0,Apple launching screen repair machines at third party locations
2017-06-07,0,A crucial stock market signal just got its most bullish reading of the year
2017-06-07,0,Apple Pay adds 28 new domestic banks to partnerships
2017-06-07,0,Fortune 500 list includes tech newcomers
2017-06-07,0,Samsung to double mobile phone capacity at main Indian factory
2017-06-07,0,Amazon exec speaks on HomePod competition  Ice phone rumors
2017-06-07,0,Amazon error sends some shoppers to dog photo  not product page
2017-06-08,0,Amazon ends unlimited Cloud Drive storage
2017-06-08,0,Exclusive  Sirius XM in talks to invest in Pandora   sources
2017-06-08,0,Venture capitalist DST Global sees  4 trillion of new internet firms by 2025
2017-06-09,-1,Taylor Swift returns to Pandora  Spotify
2017-06-09,-1,EU antitrust regulators to investigate  38 billion Qualcomm  NXP deal
2017-06-09,-1,Taylor Swift returns to streaming as rival Katy Perry releases album
2017-06-09,-1,Apple s Cook tells MIT graduates  temper technology with humanity
2017-06-09,-1,Apple App Store update moves tipping to in app purchase territory
2017-06-09,-1,Apple boosts digital health efforts
2017-06-09,-1,Toshiba  Western Digital chat about chip unit sale to no avail
2017-06-09,-1,Born again BlackBerry  Canadian icon hopes to ride trucks to growth
2017-06-12,0,Wall St  falls as Apple drags tech shares lower
2017-06-12,0,Supreme Court to rule on legality of patent review system
2017-06-12,0,Tech sell off spreads to Europe and Asia  Nasdaq seen falling further
2017-06-12,0,Mizuho Securities downgrades Apple  shares down nearly 4
2017-06-12,0,Wall St off as tech sell off continues  GE jumps on CEO change 
2017-06-12,0,Apple shares drop after Mizuho downgrade
2017-06-12,0,Apple set to close more than 3  lower as the tech tumble continues
2017-06-12,0,Nasdaq Composite closes down as tech pullback continues
2017-06-12,0,Tech slump gives European shares the Monday blues
2017-06-12,0,European stocks lower as tech stocks dampen sentiment  DAX off 0 6
2017-06-13,0,Uber CEO takes leave of absence amid sweeping changes after scandals
